index,BCODE,Basin_Name,start_date,end_date,time_duration,basin_count,over_one_thousand,file_name,finished
131,LKPP,Lake Prespa,2022-02-01,2022-02-28,,,,,
132,LKPP,Lake Prespa,2022-03-01,2022-03-31,,,,,
133,LKPP,Lake Prespa,2022-04-01,2022-04-30,,,,,
134,LKPP,Lake Prespa,2022-05-01,2022-05-31,,,,,
135,LKPP,Lake Prespa,2022-06-01,2022-06-30,,,,,
136,LKPP,Lake Prespa,2022-07-01,2022-07-31,,,,,
137,LKPP,Lake Prespa,2022-08-01,2022-08-31,,,,,
138,LKPP,Lake Prespa,2022-09-01,2022-09-30,,,,,
139,LKPP,Lake Prespa,2022-10-01,2022-10-31,,,,,
140,LKPP,Lake Prespa,2022-11-01,2022-11-30,,,,,
141,LKPP,Lake Prespa,2022-12-01,2022-12-31,,,,,
142,LKPP,Lake Prespa,2023-01-01,2023-01-31,,,,,
143,LKPP,Lake Prespa,2023-02-01,2023-02-28,,,,,
144,LKPP,Lake Prespa,2023-03-01,2023-03-31,,,,,
145,LKPP,Lake Prespa,2023-04-01,2023-04-30,,,,,
146,LKPP,Lake Prespa,2023-05-01,2023-05-31,,,,,
147,LKPP,Lake Prespa,2023-06-01,2023-06-30,,,,,
148,LKPP,Lake Prespa,2023-07-01,2023-07-31,,,,,
149,LKPP,Lake Prespa,2023-08-01,2023-08-31,,,,,
150,LKPP,Lake Prespa,2023-09-01,2023-09-30,,,,,
151,LKPP,Lake Prespa,2023-10-01,2023-10-31,,,,,
152,LKPP,Lake Prespa,2023-11-01,2023-11-30,,,,,
153,LKPP,Lake Prespa,2023-12-01,2023-12-31,,,,,
154,LKPP,Lake Prespa,2024-01-01,2024-01-31,,,,,
155,LKPP,Lake Prespa,2024-02-01,2024-02-29,,,,,
156,LKPP,Lake Prespa,2024-03-01,2024-03-15,,,,,
